show_id,actor_id
s36,278
s37,279
s37,280
s37,281
s37,282
s37,283
s37,284
s37,285
s37,286
s37,287
s37,288
s38,289
s38,290
s38,291
s38,292
s38,293
s39,294
s39,295
s39,296
s39,297
s39,298
s39,299
s39,300
s39,301
s39,302
s40,303
s40,304
s40,305
s40,306
s40,307
s40,308
s40,309
s41,310
s41,311
s41,312
s41,313
s41,314
s41,315
s41,316
s41,317
s41,318
s41,319
s41,320
s42,321
s42,322
s42,227
s42,323
s42,324
s42,325
s42,326
s42,327
s42,328
s42,329
s43,321
s43,323
s43,324
s43,330
s43,326
s43,331
s43,332
s43,333
s43,334
s43,335
s44,336
s44,337
s44,338
s44,339
s44,340
s44,341
s44,342
s44,343
s44,344
s44,345
s45,323
s45,346
s45,347
s45,348
s45,349
s45,350
s45,351
s45,352
s47,353
s47,354
s47,355
s47,356
s47,357
s47,358
s47,359
s47,360
s47,361
s47,362
s48,363
s48,364
s48,365
s48,366
s48,367
s48,368
s48,369
s48,370
s48,371
s48,372
s49,353
s49,373
s49,374
s49,375
s49,376
s49,377
s49,378
s49,379
s49,380
s49,381
s49,382
s50,383
s50,384
s50,385
s50,386
s50,387
s50,388
s50,389
s50,390
s50,391
s50,392
s50,393
s50,394
s50,395
s50,396
s51,397
s51,398
s51,399
s51,400
s51,401
s51,402
s51,403
s51,404
s51,405
s52,406
s52,407
s52,408
s52,409
s52,410
s52,411
s52,412
s52,413
s52,414
s52,415
s53,406
s53,407
s53,409
s53,410
s53,411
s53,416
s53,417
s53,418
s54,406
s54,407
s54,409
s54,410
s54,411
s54,412
s54,416
s54,419
s54,420
s54,421
s55,406
s55,407
s55,409
s55,410
s55,411
s55,413
s55,412
s55,422
s55,416
s55,423
s56,424
s56,425
s57,426
s57,427
s57,428
s57,429
s57,430
s57,431
s57,432
s57,433
s57,434
s57,435
s58,426
s58,427
s58,436
s58,437
s58,438
s58,429
s58,428
s58,439
s58,440
s58,441
s58,442
s59,426
s59,427
s59,429
s59,441
s59,439
s59,443
s59,444
s59,445
s59,440
s59,442
s59,446
s59,447
s59,448
s60,426
s60,427
s60,446
s60,447
s60,449
s60,450
s60,451
s60,452
s60,453
s60,454
s60,455
s60,456
s60,457
s60,435
s60,458
s60,459
s60,429
s60,439
s60,460
s60,461
s60,462
s61,426
s61,427
s61,441
s61,428
s61,463
s61,464
s61,458
s61,465
s61,466
s61,467
s61,468
s61,469
s61,470
s61,414
s62,426
s62,471
s62,427
s62,439
s62,472
s62,473
s62,474
s62,475
s62,410
s62,476
s63,426
s63,427
s63,446
s63,429
s63,417
s63,477
s63,478
s63,479
s63,480
s63,481
s64,426
s64,436
s64,427
s64,429
s64,482
s64,483
s64,484
s64,485
s64,486
s64,487
s65,488
s65,489
s65,490
s66,491
s66,492
s66,493
s66,494
s68,495
s68,496
s68,497
s68,498
s68,499
s68,500
s68,501
s69,502
s71,503
s72,504
s72,505
s72,506
s72,320
s72,507
s72,508
s72,509
s72,510
s72,511
s73,512
s73,513
s74,514
s74,515
s74,516
s74,517
s74,366
s74,518
s74,519
s74,520
s76,521
s76,522
s77,523
s77,445
s77,524
s77,525
s77,439
s77,443
s77,451
s77,526
s77,527
s77,528
s77,529
s77,530
s77,531
s77,454
s77,441
s77,532
s77,533
s77,534
s77,535
s77,536
s77,537
s77,432
s77,538
s77,539
s77,461
s77,540
s77,541
s78,542
s78,543
s78,544
s78,545
s78,546
s78,547
s78,548
s78,549
s79,550
s79,551
s79,552
s80,550
s80,551
s80,552
s81,553
s81,554
s81,555
s81,556
s81,557
s81,558
s81,559
s82,560
s82,561
s82,562
s82,563
s82,564
s82,565
s82,566
s83,567
s83,568
s83,569
s83,570
s83,571
s83,572
s83,573
s83,574
s83,575
s83,576
s83,577
s83,578
s83,579
s84,580
s85,581
s85,582
s85,583
s85,584
s85,386
s85,387
s85,585
s85,586
s85,587
s85,588
s86,589
s86,590
s86,591
s86,592
s86,593
s86,594
s86,595
s86,596
s86,597
s86,598
s87,599
s87,600
s87,601
s87,602
s87,603
s87,604
s87,605
s87,606
s88,607
s88,608
s88,609
s88,610
s88,611
s89,612
s89,613
s90,304
s90,614
s90,306
s90,305
s90,615
s90,616
s90,307
s91,617
s91,618
s91,619
s91,620
s91,621
s91,622
s91,623
s91,624
s93,625
s93,626
s93,627
s93,628
s93,629
s93,630
s93,631
s93,632
s93,633
s93,634
s93,635
s94,636
s94,637
s94,638
s94,639
s94,640
s94,641
s94,642
s94,643
s94,644
s94,645
s95,646
s95,647
s95,648
s95,649
s95,650
s95,651
s95,652
s95,653
s95,654
s95,655
s95,656
s95,657
s96,658
s97,659
s97,660
s97,661
s97,662
s97,663
s97,664
s97,665
s97,666
s97,667
s97,668
s98,669
s98,317
s98,670
s98,671
s98,672
s98,315
s98,673
s99,674
s99,675
s99,676
s99,494
s99,677
s99,678
s99,679
s99,680
s99,681
s99,682
s99,683
s99,684
s99,685
s100,686
s100,687
s100,688
s100,689
s100,690
s100,691
s100,692
s100,693
s101,694
s101,695
s101,696
s101,697
s101,698
s101,699
s101,700
s101,701
s101,702
s104,519
s104,703
s104,704
s104,514
s104,705
s104,706
s104,707
s104,708
s104,709
s104,710
s104,711
s104,712
s104,713
s104,714
s105,715
s105,716
s106,717
s106,718
s106,719
s106,720
s106,721
s106,722
s106,723
s106,724
s106,725
s106,726
s106,727
s107,728
s107,729
s107,730
s107,731
s107,732
s107,733
s107,734
s108,735
s108,736
s108,737
s108,738
s108,739
s108,740
s109,741
s109,742
s109,743
s109,744
s109,745
s109,746
s109,747
s109,748
s110,749
s110,750
s110,751
s110,752
s110,753
s110,754
s110,755
s110,756
s110,757
s110,758
s110,759
s110,760
s110,761
s112,762
s112,763
s112,315
s112,764
s112,765
s112,318
s112,766
s113,767
s113,649
s113,768
s113,769
s113,770
s113,771
s113,772
s113,773
s114,774
s114,775
s114,776
s114,777
s114,778
s114,779
s114,780
s114,781
s115,782
s115,783
s115,784
s115,785
s115,786
s115,787
s115,788
s115,789
s115,790
s116,791
s116,792
s116,793
s116,794
s116,795
s116,553
s116,796
s116,797
s116,798
s116,799
s117,800
s117,801
s117,802
s117,803
s117,804
s117,805
s117,806
s117,807
s119,808
s119,809
s119,810
s119,811
s119,812
s119,813
s120,814
s120,815
s120,816
s120,817
s120,818
s121,819
s121,820
s121,821
s121,822
s122,823
s122,824
s122,825
s122,826
s122,827
s122,828
s122,829
s122,830
s122,831
s122,832
s122,833
s122,834
s122,835
s123,836
s123,837
s123,838
s123,839
s123,840
s123,841
s123,842
s123,843
s126,844
s126,845
s126,846
s126,847
s126,848
s126,849
s126,850
s127,851
s127,852
s127,853
s127,854
s127,855
s127,856
s127,857
s127,858
s128,859
s128,860
s128,861
s128,862
s128,863
s128,864
s128,865
s128,866
s128,867
s128,868
s128,869
s128,870
s128,871
s128,872
s128,873
s129,874
s129,875
s129,876
s129,248
s129,877
s129,878
s129,879
s129,880
s129,881
s129,882
s130,883
s130,884
s130,885
s130,886
s130,887
s130,888
s130,889
s130,890
s130,891
s130,892
s131,893
s131,894
s131,895
s131,896
s131,897
s132,222
s132,898
s132,899
s132,900
s132,901
s132,902
s132,903
s132,904
s132,905
s132,906
s132,907
s132,908
s133,909
s133,910
s133,911
s133,912
s133,913
s133,914
s133,915
s133,916
s133,917
s133,918
s133,919
s133,920
s133,921
s133,922
s133,923
s134,924
s134,925
s134,926
s134,927
s134,928
s134,929
s134,930
s134,931
s134,932
s134,933
s135,222
s135,934
s135,935
s135,936
s135,937
s135,376
s135,938
s135,939
s135,940
s135,941
s135,942
s135,943
s135,944
s136,945
s136,946
s136,947
s136,948
s136,949
s136,950
s136,951
s136,952
s136,953
s136,954
s136,955
s137,956
s137,957
s137,958
s137,959
s137,356
s137,960
s137,961
s137,693
s137,962
s137,963
s138,964
s138,965
s138,966
s138,967
s138,968
s138,969
s138,970
s138,971
s138,972
s138,869
s138,973
s138,974
s138,975
s138,976
s139,977
s139,978
s139,979
s139,40
s139,980
s139,981
s139,982
s139,983
s139,984
s139,985
s140,986
s140,987
s140,988
s140,989
s140,139
s140,990
s140,991
s140,992
s140,993
s140,994
s140,995
s140,996
s140,997
s140,939
s141,998
s141,999
s141,1000
s141,1001
s141,1002
s141,1003
s141,1004
s142,1005
s142,1006
s142,1007
s142,1008
s142,1009
s142,1010
s142,1011
s142,1012
s143,1013
s143,1014
s143,374
s143,1015
s143,1016
s143,1017
s143,1018
s143,1019
s143,1020
s143,1021
s143,1022
s143,1023
s144,354
s144,1024
s144,1025
s144,1026
s144,1027
s144,1028
s144,1029
s144,1030
s145,1031
s145,1032
s145,1033
s145,1034
s145,1035
s145,997
s145,1036
s145,1037
s145,1038
s145,1039
s145,1040
s145,1041
s145,1042
s146,1031
s146,1032
s146,997
s146,1037
s146,1036
s146,1038
s146,1034
s146,1043
s146,1044
s146,1045
s147,1031
s147,1032
s147,1034
s147,1046
s147,1047
s147,1048
s147,1049
s147,1050
s147,1051
s147,1052
s149,1053
s149,1054
s149,1055
s149,1056
s149,1057
s149,1058
s149,1059
s149,1060
s150,1061
s150,1062
s150,1063
s150,1064
s150,1065
s150,1066
s150,1067
s150,1068
s150,1069
s150,1070
s150,1071
s150,1072
s151,1073
s151,1074
s151,1075
s151,649
s151,1076
s151,1077
s151,1078
s151,1079
s151,1080
s151,1081
s151,1082
s151,1083
s151,1084
s151,1085
s151,1086
s151,1087
s151,1088
s152,1089
s152,1090
s152,1091
s152,1092
s152,1093
s152,1094
s152,1095
s152,1096
s153,1097
s153,1098
s153,1099
s153,1100
s153,1101
s154,1102
s154,1103
s154,1104
s154,1105
s154,1106
s155,1107
s155,1108
s155,1109
s155,1110
s155,1111
s155,464
s155,1112
s155,1113
s155,1114
s155,1115
s155,461
s155,1116
s155,527
s155,1117
s155,452
s155,1118
s155,455
s155,1119
s156,1120
s156,1121
s156,1122
s156,1123
s156,1124
s156,1125
s156,1126
s156,1127
s156,1128
s156,1129
s157,978
s157,1130
s157,1131
s157,1132
s157,1133
s157,1134
s157,1135
s157,1136
s157,1137
s157,1138
s157,1139
s157,1140
s157,1141
s158,1142
s158,1143
s158,1144
s158,1145
s158,1146
s158,1147
s158,1148
s158,1149
s159,1150
s159,1151
s159,1152
s159,1153
s159,1154
s159,1155
s159,1156
s159,1157
s159,1158
s159,1159
s160,1160
s160,1093
s160,1161
s160,1162
s160,1163
s160,1164
s160,1165
s160,1166
s160,1167
s160,1168
s161,1169
s161,1170
s161,1171
s161,1172
s161,1173
s161,1174
s161,1175
s161,1176
s162,1177
s162,874
s162,1178
s162,1179
s162,1180
s162,1181
s162,1182
s162,1183
s162,1184
s162,1185
s162,1186
s162,961
s163,1187
s163,1188
s163,1189
s163,1190
s163,1191
s163,1192
s163,1193
s163,1194
s163,1195
s163,1196
s164,1197
s164,1198
s164,1199
s164,1200
s164,1201
s164,1202
s164,1203
s164,1204
s164,1152
s164,875
s164,1205
s165,1206
s165,1207
s165,1208
s165,1209
s165,1210
s165,1211
s165,1212
s165,1213
s165,1214
s165,1215
s165,1216
s165,1217
s165,1218
s165,1219
s165,1220
s166,1221
s166,1222
s166,1223
s166,1224
s166,1225
s166,1226
s166,1227
s166,1228
s166,1229
s167,1230
s167,1231
s167,1232
s167,1233
s167,1234
s167,1235
s167,1236
s167,986
s167,1237
s167,1238
s168,1239
s168,1240
s168,60
s168,1241
s168,1242
s168,1243
s168,1244
s168,1245
s168,1246
s168,1247
s168,1248
s169,200
s169,1249
s169,1250
s169,1251
s169,1252
s169,1253
s169,1254
s169,1255
s170,886
s170,1256
s170,1257
s170,227
s170,1258
s170,1259
s170,1260
s170,1261
s170,1262
s171,1263
s171,1264
s171,1265
s171,1266
s171,1267
s171,1268
s171,1269
s171,1270
s171,379
s171,1271
s171,1272
s171,1273
s171,1274
s171,1275
s171,1276
s171,1277
s171,1278
s171,1279
s171,1280
s171,1281
s171,1282
s171,1283
s171,1087
s171,1284
s171,1061
s171,1285
s171,1286
s171,1287
s171,1288
s171,1289
s171,1290
s171,1291
s171,1292
s171,1293
s171,1294
s171,1295
s172,1213
s172,958
s172,1296
s172,1297
s172,1298
s173,1299
s173,1300
s173,1301
s173,1302
s173,1303
s173,1304
s173,1305
s173,1306
s173,1307
s173,1308
s173,1309
s173,1310
s173,1311
s173,1312
s174,1313
s175,1005
s175,1314
s175,1315
s175,1316
s175,1317
s175,1318
s175,1319
s175,1320
s175,1321
s175,1322
s175,1323
s175,1324
s176,1325
s176,1326
s176,1327
s176,1328
s176,1329
s176,1330
s176,1331
s176,1332
s177,1333
s177,1334
s177,1335
s177,1336
s177,1337
s177,1338
s177,907
s177,1339
s177,1340
s177,1341
s178,1342
s178,1343
s178,1344
s178,1345
s178,1346
s178,1347
s178,1348
s178,1349
s178,1350
s178,1351
s179,1352
s179,1353
s179,1354
s179,1355
s179,1356
s179,1357
s179,1358
s179,1359
s180,1333
s180,1360
s180,1361
s180,1362
s180,1363
s180,1364
s180,1365
s180,1366
s181,1333
s181,1367
s181,1362
s181,1364
s181,1368
s181,1369
s181,1370
s181,1366
s181,1371
s181,1372
s183,997
s183,943
s183,1373
s183,1374
s183,1240
s183,1375
s183,1376
s183,1377
s183,1378
s183,1379
s184,1380
s184,1381
s184,1382
s184,1383
s184,848
s184,1384
s184,1385
s184,1386
s184,1387
s184,1388
s185,1389
s187,1390
s187,1391
s187,1392
s187,1393
s187,1394
s187,1395
s187,1396
s187,1397
s187,1398
s187,1399
s188,1400
s189,1401
s189,1402
s189,1403
s189,1404
s189,1405
s189,1406
s189,1407
s189,1408
s190,611
s190,1409
s190,1410
s190,609
s190,1411
s190,1412
s190,1413
s191,1414
s191,1415
s191,1416
s192,1417
s192,1418
s192,1419
s192,1420
s192,1421
s192,1422
s192,1423
s192,1424
s192,1425
s192,1426
s192,1427
s192,1428
s192,1429
s192,1430
s192,1431
s193,1432
s193,1433
s193,1434
s193,1435
s193,1436
s193,1437
s193,1438
s194,1439
s194,1440
s194,1441
s194,1442
s195,1443
s195,1444
s195,1445
s195,1446
s195,1447
s195,1448
s195,1449
s195,1450
s195,1451
s195,1452
s196,1453
s196,1454
s196,1455
s196,1456
s196,1457
s196,1458
s196,1459
s196,1460
s196,1461
s196,1462
s197,1463
s197,1464
s197,1465
s197,1466
s197,1467
s197,1468
s197,1469
s197,1470
s197,1471
s197,1472
s198,1473
s198,1474
s198,1475
s198,1476
s198,1477
s198,1478
s198,1479
s198,1480
s198,1481
s198,1482
s198,1483
s198,861
s198,1484
s199,514
s199,366
s199,383
s199,1485
s199,1486
s199,517
s199,516
s199,1487
s199,1488
s199,1489
s199,385
s199,1490
s199,1491
s199,363
s199,1492
s199,518
s200,1493
s200,1494
s200,1495
s200,1496
s200,1497
s200,1498
s200,1499
s200,1500
s201,1501
s201,1502
s201,1494
s201,1503
s201,1504
s201,1505
s201,1506
s201,1507
s202,1433
s202,1508
s202,1494
s202,1504
s202,1509
s202,1510
s202,1511
s202,785
s202,1512
s202,1513
s203,1433
s203,1514
s203,1502
s203,1515
s203,1434
s203,1516
s204,1433
s204,1493
s204,1517
s204,1518
s204,1519
s204,1520
s204,1521
s204,1522
s204,1523
s204,1524
s205,1433
s205,1514
s205,1434
s205,1525
s205,1526
s205,1527
s205,1528
s205,1529
s205,1530
s206,1531
s206,1532
s206,1533
s206,1434
s206,1534
s206,1535
s206,790
s206,1536
s207,1537
s207,1538
s207,1539
s207,1540
s207,1541
s207,1542
s207,1543
s208,1544
s208,1545
s208,1546
s208,1547
s208,1548
s208,1549
s208,1550
s209,1551
s209,1552
s209,1553
s209,1554
s209,1555
s209,1556
s209,1557
s209,1558
s210,1559
s210,1560
s210,1561
s210,1562
s210,1563
s210,1564
s210,1565
s210,1566
s210,1567
s210,1568
s211,1569
s211,1540
s211,1570
s211,1571
s211,1572
s211,1573
s211,1574
s212,1575
s212,1576
s212,1577
s212,1578
s212,1579
s212,1580
s212,1569
s212,1581
s213,1582
s213,1583
s213,1584
s213,1585
s213,1586
s213,1587
s213,1588
s213,1589
s213,1590
s213,1591
s213,1592
s213,1593
s213,1594
s214,1595
s214,1596
s214,1597
s214,1598
s214,1599
s214,1600
s214,1601
s214,1602
s214,1603
s214,1604
s214,1605
s214,1606
s214,1607
s215,1608
s215,1609
s215,1610
s215,1611
s215,1612
s215,1613
s215,1614
s215,1615
s215,1616
s215,1617
s215,1618
s215,1619
s215,1620
s216,1621
s216,1453
s216,1549
s216,1622
s216,1623
s216,1544
s216,1433
s216,1624
s216,1548
s216,1625
s216,1626
s216,1515
s217,1627
s217,1433
s217,234
s217,1628
s217,1629
s217,1630
s217,1567
s217,1631
s217,1632
s217,1633
s218,1634
s218,1552
s218,1433
s218,1635
s218,1636
s218,1637
s218,1638
s220,1639
s220,1640
s220,1641
s220,1642
s220,1643
s220,1644
s220,1645
s220,1646
s220,418
s221,84
s221,1647
s221,1648
s221,1649
s221,1650
s221,1651
s221,1652
s221,1653
s222,1654
s223,1655
s223,1656
s223,1657
s223,1658
s223,1659
s223,1660
s223,1661
s223,1662
s223,1663
s223,1664
s223,1665
s223,1666
s223,1667
s223,1668
s223,1669
s226,1670
s226,1671
s226,1672
s226,1673
s226,1674
s226,1675
s226,1676
s226,1677
s226,1678
s226,1679
s226,1680
s227,1681
s227,1682
s227,1683
s227,1684
s227,1685
s227,1686
s227,1687
s227,1688
s227,1689
s228,1690
s228,1691
s228,1692
s228,1693
s229,1179
s229,1694
s229,1695
s229,1696
s229,1697
s229,1698
s229,1699
s229,1700
s229,1701
s229,1702
s230,1703
s230,1704
s230,1705
s230,1706
s232,1707
s232,1708
s232,1709
s232,1710
s232,1711
s232,204
s233,1712
s233,1713
s237,1714
s237,1715
s237,1716
s237,1717
s237,1718
s237,1719
s238,1714
s238,1715
s238,1716
s238,1717
s238,1718
s238,1719
s239,1714
s239,1715
s239,1716
s239,1717
s239,1718
s239,1719
s240,1714
s240,1715
s240,1716
s240,1717
s240,1718
s240,1719
s241,1720
s241,1721
s241,1722
s241,1723
s241,1724
s241,1725
s241,1726
s241,765
s241,1727
s241,1728
s241,672
s242,1729
s242,1730
s242,1731
s242,1732
s242,1733
s242,1734
s242,1735
s244,1736
s244,1737
s244,1738
s244,1739
s244,1740
s245,1741
s245,1742
s245,1743
s245,1744
s245,1745
s245,1746
s245,1747
s245,1748
s245,1749
s245,1750
s246,1751
s247,1752
s247,1753
s247,1754
s247,1755
s247,1756
s247,1757
s247,1758
s248,1759
s248,1760
s248,1761
s248,1762
s248,1763
s248,1764
s248,1765
s248,1766
s248,1767
s249,1768
s249,1769
s249,1770
s249,1771
s249,1772
s249,1773
s249,1774
s250,1775
s250,1776
s250,1777
s250,239
s250,1778
s250,1779
s250,1780
s250,1781
s250,1782
s250,1783
s250,315
s250,1784
s251,1785
s251,1786
s251,1787
s251,1788
s251,1789
s251,1790
s251,1791
s251,1792
s252,1793
s252,554
s252,1794
s252,1795
s252,1796
s252,1797
s252,1798
s252,1799
s252,1800
s252,1801
s253,1802
s253,1803
s253,1804
s253,1805
s253,1806
s253,1807
s253,1808
s253,1809
s253,1810
s253,1811
s254,194
s254,1812
s254,1813
s254,1814
s255,1815
s255,187
s255,186
s255,188
s255,1816
s255,1817
s255,1818
s255,1819
s255,1820
s255,1821
s255,1822
s257,1823
s257,1824
s257,1825
s257,1826
s257,1827
s257,1828
s257,1829
s257,1830
s257,1831
s257,1832
s257,583
s257,1833
s258,1834
s258,1835
s258,1836
s258,1837
s258,1838
s258,1839
s258,1840
s258,1841
s258,1842
s259,1843
s259,1844
s259,1845
s259,1846
s259,1847
s259,1848
s259,1849
s259,1850
s259,1851
s260,1852
s260,1853
s260,1854
s260,1855
s260,1856
s260,1857
s260,1858
s260,1859
s261,1860
s261,1861
s261,153
s261,1862
s261,1863
s261,1864
s261,1865
s261,1866
s261,1867
s261,1868
s261,1869
s262,1870
s262,1871
s262,1872
s262,1873
s262,1874
s262,1875
s262,1876
s262,1877
s262,1878
s265,1879
s265,55
s265,1880
s265,1881
s265,1882
s265,1883
s265,1884
s265,1885
s265,1886
s265,1887
s265,1888
s265,1889
s265,1890
s265,1891
s266,1892
s266,1893
s266,1894
s266,1895
s266,1896
s266,1897
s266,1898
s268,1899
s268,1900
s268,1901
s268,1902
s268,1903
s268,1904
s268,1905
s268,1906
s269,1907
s269,1908
s269,1909
s269,386
s269,1910
s269,1911
s269,1912
s269,1832
s269,1913
s269,1914
s269,1915
s270,1916
s270,1917
s270,1918
s270,1919
s270,1920
s270,1921
s270,1922
s270,1923
s270,1924
s270,1925
s270,1926
s270,1927
s271,1928
s271,1929
s271,1930
s271,1931
s271,1932
s271,1933
s271,1934
s272,1935
s272,1428
s272,1936
s272,1937
s272,1938
s272,1939
s272,1940
s273,1941
s273,1942
s273,1943
s273,1944
s273,1945
s273,1946
s274,1947
s274,1948
s274,1949
s274,1950
s274,1951
s275,1952
s275,1953
s275,1954
s275,1955
s275,1956
s275,1957
s275,1958
s275,1959
s276,1960
s276,1961
s276,998
s276,1962
s276,1963
s276,1964
s276,1965
s276,1966
s276,1967
s276,1968
s276,1969
s276,1970
s276,1971
s276,1972
s276,1973
s277,1974
s277,1975
s277,1976
s277,1977
s277,1978
s277,1979
s278,1980
s278,1981
s278,1982
s278,1983
s278,1984
s278,1985
s278,1986
s278,1987
s279,1988
s280,1989
s280,1990
s280,1991
s280,1992
s280,1993
s280,1994
s280,1995
s280,1996
s282,1997
s282,1998
s282,1999
s282,2000
s282,2001
s282,2002
s282,2003
s282,2004
s282,2005
s282,2006
s283,2007
s283,2008
s283,2009
s283,2010
s283,2011
s283,2012
s283,2013
s283,2014
s283,2015
s283,2016
s283,2017
s283,2018
s283,2019
s283,2020
s283,2021
s285,2022
s285,2023
s285,2024
s285,2025
s285,2026
s285,2027
s285,2028
s285,2029
s286,2030
s286,957
s286,622
s286,2031
s286,2032
s286,2033
s286,2034
s286,2035
s287,2036
s287,2037
s287,2038
s287,2039
s287,2040
s287,2041
s287,2042
s287,2043
s287,2044
s287,2045
s288,2046
s288,2047
s288,2048
s288,2049
s288,2050
s288,2051
s288,2052
s288,2053
s288,2054
s289,2055
s289,2056
s289,2057
s289,2058
s289,2059
s289,2060
s289,2061
s289,2062
s289,2063
s289,2064
s289,2065
s290,824
s290,2066
s290,2067
s290,2068
s290,2069
s290,2070
s290,2071
s290,2072
s292,2073
s292,457
s292,2074
s292,2075
s292,460
s292,2076
s292,2077
s292,2078
s292,2079
s292,2080
s292,2081
s292,2082
s292,438
s292,2083
s292,432
s292,440
s292,2084
s292,2085
s292,2086
s292,2087
s292,2088
s292,2089
s292,2090
s293,2091
s293,2092
s293,1241
s293,2093
s293,2094
s293,2095
s293,2096
s293,2097
s293,2098
s293,2099
s294,2100
s294,2101
s294,2102
s294,2103
s294,2104
s294,2105
s294,2106
s294,2107
s294,2108
s294,2109
s295,2110
s295,2111
s295,2112
s295,2113
s295,2114
s295,2115
s295,2116
s295,2117
s295,2118
s295,2119
s295,2120
s295,2121
s295,2122
s295,2123
s295,2124
s295,2125
s295,2126
s296,2127
s296,295
s296,2128
s296,2129
s296,2130
s296,2131
s296,2132
s297,2133
s297,2134
s297,2135
s297,2136
s297,2137
s297,2138
s297,2139
s298,2140
s298,550
s298,2141
s298,1836
s298,2142
s298,2143
s298,2144
s298,2145
s298,2146
s298,2147
s298,2148
s298,2149
s298,2150
s298,2151
s298,2152
s298,194
s298,2153
s298,2154
s298,2155
s298,2156
s298,2157
s298,2158
s299,2159
s299,1488
s299,2160
s299,366
s299,2161
s299,370
s299,2162
s299,2163
s299,386
s299,2164
s299,2165
s300,2166
s300,2167
s300,2168
s300,2169
s300,2170
s300,2171
s300,2172
s300,2173
s300,2174
s301,2175
s301,2176
s301,2177
s301,2178
s301,2179
s301,2180
s301,947
s301,424
s302,783
s302,2181
s302,1547
s302,2182
s302,2183
s302,2184
s302,2185
s304,2186
s304,2187
s304,2188
s304,2189
s304,2190
s304,2191
s304,2192
s304,2193
s304,2194
s304,2195
s305,2196
s306,2197
s306,2198
s306,2199
s306,2200
s306,2201
s306,2202
s306,2203
s306,2204
s306,2205
s306,2206
s307,2101
s307,2207
s307,2208
s307,2209
s307,2210
s307,2211
s307,2212
s307,2213
s307,2214
s307,2215
s307,2216
s307,2217
s307,2218
s308,2219
s308,2220
s308,2221
s308,2222
s308,2223
s308,2224
s308,2225
s308,2226
s308,2227
s308,2228
s309,2229
s310,2230
s310,2231
s310,2232
s310,2233
s310,2234
s312,2235
s312,2236
s312,2237
s312,2238
s312,2239
s312,2240
s312,2241
s312,2242
s312,2243
s312,2244
s312,2245
s312,2246
s312,2247
s312,2248
s312,2249
s312,2250
s312,2251
s312,2252
s312,2253
s312,2254
s312,2255
s312,2256
s312,2257
s312,2258
s312,2259
s313,2260
s314,2261
s314,298
s314,1753
s314,2262
s314,2263
s315,2264
s315,2265
s315,2266
s315,2267
s315,2268
s315,2269
s315,1079
s315,2270
s316,2271
s316,703
s316,2272
